,zid,event_name,distance,laps_time,zroute,elevation_gain
323,3118971,SISU WORLDS - TIME TRIAL,29,"['4', 'laps']",Two Bridges Loop,159
324,3129799,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
325,3129122,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
326,3132272,Orange Unicorn,,['51'],Queen's Highway,486
327,3132271,TBR the GO- paced long distance,53,"['1', 'lap']",2022 Bambino Fondo,199
328,3132270,WMZ Waratah Masters Scratch Racing,29,"['3', 'laps']",Park Perimeter Loop,503
329,3132269,Sunday Run p/b Ascenders Team,,['90'],Park Perimeter Loop,1120
330,3132268,ZLDR Weekly Run,21,[''],Muir And The Mountain,567
331,3132264,ZSUN Long Weekend,80,[''],Tempus Fugit,121
332,3132263,Macro to Micro,,['59'],Queen's Highway,567
333,3099870,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
334,3132262,3R Gotham Grind Flat Race - 3 Laps (27.8km/17.4mi 87m),28,"['3', 'laps']",Gotham Grind,377
335,3102142,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
336,3129475,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
337,3128812,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
338,3132261,Tiny Race Chat & Chill,,['30'],Laguardia Loop,280
339,3132260,AHDR Long Flat,100,[''],Greater London Flat,466
340,3132259,Zwift Insider Tiny Race (4 of 4),6,[''],Jungle Circuit Reverse,22
341,3132258,EZR Take It EZ-er,,['60'],Neon Flats,209
342,3132257,Zwift Insider Tiny Race (3 of 4),3,[''],Spirit Forest,24
343,3132256,Zwift Insider Tiny Race (2 of 4),6,[''],Serpentine 8,39
344,3099822,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
345,3132255,3R Flat Race,33,"['5', 'laps']",London Classique,167
346,3132254,JETT Endurance Ride 100km 2.5~3.3w/kg,100,[''],Casse-Pattes,
347,3102246,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
348,3118969,SISU WORLDS - TIME TRIAL,29,"['4', 'laps']",Two Bridges Loop,159
349,3129750,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
350,3129094,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
351,3132253,Zwift Insider Tiny Race (1 of 4),4,[''],Valley to Mountaintop,101
352,3132252,Bikealicious Weekend Social Mixer,,['90'],Royal Pump Room 8,487
353,3132250,EVO CC Sprint Race Series,14,"['2', 'laps']",Twilight Harbor,65
354,3132249,Lactate Shuttle,,['57'],Queen's Highway,550
355,3132248,Run In The Park,5,[''],London Classique Reverse,46
356,3099906,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
357,3136363,Challenged Athletes Foundation Ride,,['50'],Tick Tock,112
358,3102199,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
359,3129603,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
360,3128955,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
361,3132247,EVR Winter Series,41,"['3', 'laps']",Greater London Flat,
362,3137827,Herd Autumn Racing Experience,8,"['1', 'lap']",Bologna Time Trial,236
363,3132244,3R Racing - No HUD,39,"['3', 'laps']",Flatland Loop,293
364,3132245,Fearless AGES Women's Race,24,"['4', 'laps']",Richmond Flat Roads,98
365,3132243,TEAM VEGAN ChickPeace Social Ride,,['60'],Road to Ruins,403
366,3132242,Ham Sandwich,,['52'],Queen's Highway,493
367,3101993,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
368,3100297,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
369,3099888,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
370,3132241,ZSUN Saturday Social Ride,,['60'],Volcano Flat KOM,284
371,3132240,3R Three Sisters Hilly Race (47km/29.2mi 879m),48,"['1', 'lap']",Three Sisters,890
372,3102166,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
373,3129341,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
374,3128703,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
375,3132239,TBR Enduro Race,62,"['1', 'lap']",Petit Boucle,
376,3132238,Herd Climbers Gambit (with Category Enforcement),15,[''],Greatest London Loop Reverse,
377,3132237,EVR Winter Series,41,"['3', 'laps']",Greater London Flat,
378,3132235,ZZRC Rollers Sub 2,,['60'],Roule Ma Poule,308
379,3132236,Escalation,,['55'],Queen's Highway,526
380,3099844,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
381,3102266,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
382,3129682,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
383,3129051,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
384,3132234,The Ladies Wobble Sprint Series,21,"['3', 'laps']",Twilight Harbor,98
385,3132233,Wobble Sprint Series (WSS),14,"['2', 'laps']",Twilight Harbor,98
386,3132232,ZHR Weekend Group Ride,,['60'],Volcano Flat KOM,284
387,3132231,3R Innsbruckring Flat Race - 3 Laps (26.4km/16.4mi 231m),27,"['3', 'laps']",Innsbruckring,232
388,3132230,EVO CC Race Series,35,"['5', 'laps']",Twilight Harbor,163
389,3132229,Arise,,['52'],Queen's Highway,493
390,3132228,Run In The Park,5,[''],London Classique Reverse,46
391,3132227,The HERD Rehab Ride,,['60'],Flat Route Reverse,269
392,3102218,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
393,3129571,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
394,3128881,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
395,3132225,US Military Endurance Sports Fun Run,,['30'],Shuman Trail Loop,
396,3132224,BC Bike Race Endurance Workout,,['60'],Handful Of Gravel,
397,3132223,INC Relentless Steady State,40,"['1', 'lap']",Volcano Flat KOM,284
398,3135905,The CADEX TRI Experience with Kristian Blummenfelt,,['60'],Volcano Flat,174
399,3132222,Fearless Womens 5K Race,13,"['1', 'lap']",Kappa Quest,139
400,3132221,TEAM VEGAN Tofu Tornado,29,"['1', 'lap']",The Magnificent 8,
401,3132220,THE COALITION - DUAL CODE RACE 2,20,"['6', 'laps']",Duchy Estate,
402,3132219,Crit Crusher Weekend League by SZR,34,"['5', 'laps']",Seaside Sprint,258
403,3132218,Anaerobic Capacity into VO2,,['52'],Harrogate Circuit Reverse,697
404,3102113,SNOW Sprint Series,26,[''],Douce France,148
405,3099892,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
406,3132215,3R Racing - No HUD,26,"['2', 'laps']",Two Village Loop,174
407,3045088,SISU Racing SatCRITday - Season 1,24,"['8', 'laps']",Laguardia Loop,311
408,3105254,Team Electric Spirit Co. Aperitivi Series Round 2,10,"['1', 'lap']",Park Perimeter Loop,168
409,3102194,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
410,3122887,Bicycle Way of Life Saturday Ride,100,[''],Watopia's Waistband,366
411,3129798,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
412,3129121,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
413,3132214,Tiny Race Chat & Chill,,['30'],Laguardia Loop,280
414,3132210,ZHR Clydesdale & Athena,42,"['1', 'lap']",Out And Back Again,330
415,3132209,Saris Fresh Legs,,['45'],Tempus Fugit,51
416,3132208,THE COALITION - DUAL CODE RACE 1,9,"['1', 'lap']",Richmond Flat Roads,
417,3132206,¡HISPerame!,,['60'],Handful Of Gravel,
418,3132205,British Triathlon Series - Group Ride,,['60'],Douce France,255
419,3132204,PACK SUB2 Saturday + KOM After Party,32,[''],Keith Hill After Party,202
420,3132203,EVO CC Race Series,23,"['1', 'lap']",Castle to Castle,140
421,3132202,Zwift Insider Tiny Race (4 of 4),6,[''],Jungle Circuit Reverse,22
422,3132201,Fearless Women's Weekend Race,31,"['3', 'laps']",Watopia Flat Route,180
423,3132199,EVR Winter Series,41,"['3', 'laps']",Greater London Flat,
424,3132198,Zwift Insider Tiny Race (3 of 4),3,[''],Spirit Forest,24
425,3132197,Team DRAFT Saturday Race,30,"['1', 'lap']",Watopia Figure 8,251
426,3132196,CCBoucherville-V2000 FUN Races,37,"['3', 'laps']",Volcano Flat,148
427,3132195,OH MY CRIT!! - Saturday Smash Race,55,"['4', 'laps']",2019 UCI Worlds Harrogate Circuit,976
428,3132194,Zwift Insider Tiny Race (2 of 4),6,[''],Serpentine 8,39
429,3132193,Ride On With Type 1 Social Ride,31,[''],Richmond Flat Roads,120
430,3136362,Challenged Athletes Foundation Ride,,['50'],Tick Tock,112
431,3102141,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
432,3113339,Wahoo Le Col Saturday Ladies Only Series 2022/23 Season - Round 1,29,"['3', 'laps']",Park Perimeter Loop,
433,3129474,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
434,3128811,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
435,3132192,Mountain Massif - The Race,28,"['1', 'lap']",Climber's Gambit,
436,3132191,ZHR Audax,200,[''],Triple Flat Loops,461
437,3132189,The P Race,53,"['2', 'laps']",Watopia's Waistband,195
438,3132188,XRS Races: Saturday Climbing Series,23,"['1', 'lap']",La Reine,1198
439,3132187,3R Endurance Steady Ride,100,[''],Volcano Flat Reverse,
440,3132186,Zwift Insider Tiny Race (1 of 4),4,[''],Valley to Mountaintop,101
441,3132185,VO2 Max 40/20,,['48'],2019 UCI Worlds Harrogate Circuit,606
442,3132184,Team CLS Vocal 'n' Social Rideout,82,"['2', 'laps']",Out And Back Again,653
443,3132183,DIRT Dadurday Chase Race,39,"['3', 'laps']",Flatland Loop,293
444,3132182,ZLDR Weekly Run,42,[''],Watopia's Waistband,155
445,3132181,Group Run 5k,5,[''],5K Loop,
446,3132179,VACA Saturday Smackdown,87,[''],Watopia Pretzel,
447,3132177,LA RUTA COLOMBIA SURA VIRTUAL,41,"['2', 'laps']",London 8,
448,3132176,Restart Racing Saturday Sizzler,50,[''],Sand And Sequoias,348
449,3132175,The HERD Thundering Turtles,,['90'],Watopia Figure 8,520
450,3132174,3R Innsbruckring Flat Race - 5 Laps (44km/27.3mi 385m),45,"['5', 'laps']",Innsbruckring,385
451,3132172,Sedate Runners Group,6,[''],That's Amore,
452,3132171,Wobble Sprint Series (WSS),14,"['2', 'laps']",Twilight Harbor,98
453,3132170,Run In The Park,5,[''],London Classique Reverse,46
454,3099821,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
455,3102245,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
456,3122850,AP Racing | Saturday Zone 2 Cruise,,['60'],Chasing the Sun,406
457,3129555,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
458,3128907,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
459,3132169,Common Empire Saturday Spin,,['90'],Douce France,370
460,3132168,111 CIEONTONCE v-race,68,[''],London PRL Half,
461,3132164,3R Racing,29,"['4', 'laps']",Two Bridges Loop,159
462,3132161,BanditZ Anti-social Social,,['120'],2022 Medio Fondo,479
463,3132163,CTRL Catch Up Climbers,,['60'],Road to Sky,2408
464,3132162,Toronto Hustle Breakfast of Champions Race,53,"['2', 'laps']",Watopia's Waistband,
465,3132158,Team ODZ RACE,34,"['3', 'laps']",Three Village Loop,272
466,3101988,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
467,3099905,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
468,3132157,The BMTR Fundo,161,[''],Greatest London Flat,1091
469,3132156,Triathletes on Zwift Saturday Endurance Workout,,['90'],Tick Tock,192
470,3045087,SISU Racing SatCRITday - Season 1,24,"['8', 'laps']",Laguardia Loop,311
471,3102198,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
472,3122830,RO4H Saturday Social Spin,,['90'],Triple Flat Loops,152
473,3129304,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
474,3128653,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
475,3132154,GC Coaching's Amalgam,,['90'],R.G.V.,304
476,3132152,ZLDR No One Left Behind,,['30'],Spirit Forest,297
477,3132151,Endure IQ Training Squad Session,,['60'],Quatch Quest,740
478,3132150,Herd Climbers Gambit (with Category Enforcement),15,[''],Greatest London Loop Reverse,
479,3132149,Moxie Ride,,['120'],Richmond UCI Worlds,802
480,3132147,WTRL Racing Saturday,35,"['5', 'laps']",London Classique Reverse,180
481,3132146,Weekend Long Run,16,[''],Innsbruckring,
482,3132144,3R hosted - e-Cykleklub Denmark - Club Championship Race,29,"['3', 'laps']",Park Perimeter Loop,503
483,3100296,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
484,3099887,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
485,3102165,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
486,3129343,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
487,3128701,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
488,3132143,VO2 Max -3 Minute,,['55'],Queen's Highway,526
489,3132142,Pack Run Long Weekender,10,[''],Railways and Rooftops,
490,3132141,DIRT Dadurday Chase Race,39,"['3', 'laps']",Flatland Loop,293
491,3137825,Herd Autumn Racing Experience,8,"['1', 'lap']",Bologna Time Trial,236
492,3132140,GGCC Glasgow Green Saturday Training Ride,37,"['4', 'laps']",Gotham Grind,502
493,3132139,3R Volcano Climb Race - 1 Lap (22.4km/14mi 204m),23,"['1', 'lap']",Volcano Climb,202
494,3132138,DIRT 100 Mixer,161,[''],Douce France,885
495,3113338,Wahoo Le Col Saturday Series 2022/23 Season - Round 1,29,"['3', 'laps']",Park Perimeter Loop,
496,3132137,Run In The Park,5,[''],London Classique Reverse,46
497,3132136,HangOn XXL Edition by Team EN,62,[''],Big Foot Hills,627
498,3132131,DIRT Badge Hunts,36,"['1', 'lap']",Triple Flat Loops,78
499,3102265,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
500,3129505,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
501,3128859,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
502,3132135,FUSION ECT Saturday Race,106,"['2', 'laps']",Eastern Eight,396
503,3132134,The Grind Finale,,['49'],Queen's Highway,476
504,3132132,LES ROUTES DE ZWIFT Frenchy Fuzion - Etape 4,28,"['2', 'laps']",2019 UCI Worlds Harrogate Circuit,489
505,3132130,EVO CC Race Series,14,"['2', 'laps']",Twilight Harbor,65
506,3132129,Fearless Women's MTB Race,27,"['1', 'lap']",Serpentine 8,102
507,3132128,Ascenders Team Weekend Challenge,47,"['1', 'lap']",Achterbahn,987
508,3132127,Uphill Battle,,['56'],2019 UCI Worlds Harrogate Circuit,712
509,3132126,WKG Crampeur,17,"['1', 'lap']",Road to Sky,1047
510,3132125,TeamZF Saturday Social Party 🚴🏻‍♂️,,['60'],R.G.V.,201
511,3099813,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
512,3132124,DIRT Saturday Endurance Ride,,['120'],R.G.V.,433
513,3132123,3R Racing,28,"['3', 'laps']",Gotham Grind Reverse,378
514,3102228,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
515,3129439,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
516,3128770,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
517,3132122,Tiny Race Chat & Chill,,['30'],Laguardia Loop,280
518,3132121,Fearless AGES Women's Race,24,"['4', 'laps']",Richmond Flat Roads,98
519,3132120,Cycling Ireland eRacing,24,"['1', 'lap']",Casse-Pattes,154
520,3132118,Rave like there's no Alpe ,17,"['1', 'lap']",Road to Sky,1047
521,3132117,dPAC Climbers Epic: Passo Stelvio,46,"['1', 'lap']",Quatch Quest,853
522,3132115,Newbury Velo Weekend TT,18,[''],Tempus Fugit,27
523,3132113,KRT/KISS 100km Endurance Ride,100,[''],Beach Island Loop,
524,3137272,The CADEX TRI Experience with Kristian Blummenfelt,,['60'],Volcano Flat,174
525,3132112,Zwift Insider Tiny Race (4 of 4),6,[''],Jungle Circuit Reverse,22
526,3132108,Zwift Insider Tiny Race (3 of 4),3,[''],Spirit Forest,24
527,3132109,DBR SufferDay League VII,111,"['2', 'laps']",The London Pretzel,1139
528,3132111,UK Armed Forces Boot Camp,70,"['1', 'lap']",Big Foot Hills,698
529,3132107,PACK 1.5 Saturday Coffee,,['60'],Eastern Eight,184
530,3132106,Orange Unicorn,,['51'],Queen's Highway,486
531,3132104,ZZRC Saturday Social Club Ride,62,"['3', 'laps']",London 8,766
532,3132103,Zwift Insider Tiny Race (2 of 4),6,[''],Serpentine 8,39
533,3132102,3R Weekend Race Club - Race 2,23,"['1', 'lap']",Volcano Climb,
534,3102193,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
535,3129797,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
536,3129124,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
537,3132101,TeamPTz - Joaquim Agostinho Ride,21,"['1', 'lap']",Ven-Top,1535
538,3132099,ZHR Audax,200,[''],Triple Flat Loops,461
539,3132096,Madhare Summer Sessions,35,"['1', 'lap']",Muir And The Mountain,898
540,3132095,"""Resucitando O Corpo"" ZESP",,['120'],2022 Medio Fondo,
541,3132094,Zwift Insider Tiny Race (1 of 4),4,[''],Valley to Mountaintop,101
542,3132093,Herd Climbers Gambit (with Category Enforcement),15,[''],Greatest London Loop Reverse,
543,3132092,EVO CC Fusion Endurance Ride [~2.2-2.4w/kg avg],,['75'],Richmond Rollercoaster,307
544,3132091,Wobble Sprint Series (WSS),14,"['2', 'laps']",Twilight Harbor,98
545,3132119,Flanders The BZR Classics,82,"['2', 'laps']",Out And Back Again,
546,3137824,Herd Autumn Racing Experience,8,"['1', 'lap']",Bologna Time Trial,236
547,3132090,WKG Saturday Superstylin',,['90'],Two Village Loop,
548,3132089,Mountain Massif - The Race,28,"['1', 'lap']",Climber's Gambit,
549,3132088,ZHR Clydesdale & Athena,42,"['1', 'lap']",Out And Back Again,330
550,3132086,ZLDR Weekly Run,21,[''],Ven-Top,1544
551,3132085,Het is Koers Endurance Recovery Ride,,['120'],Watopia's Waistband,305
552,3132084,TEAM VEGAN Tofu Tornado,29,"['1', 'lap']",The Magnificent 8,
553,3132083,La marcha HISPana,,['120'],2022 Medio Fondo,479
554,3132082,TEZH | Titan Race,85,"['2', 'laps']",Big Loop Reverse,
555,3132110,Flanders Endurance Series,85,"['2', 'laps']",Big Loop Reverse,
556,3132081,Team Italy Saturday ZRL Recon Race,29,"['3', 'laps']",Park Perimeter Loop,503
557,3132080,Matando o Corpo® con PETA-Z,79,"['1', 'lap']",2022 Medio Fondo,
558,3132079,Het Is Koers Longer Ride 1.7/2.1 wkg,,['120'],Triple Flat Loops,195
559,3132078,Run In The Park,5,[''],London Classique Reverse,46
560,3099869,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
561,3132077,Amalgam,,['51'],Queen's Highway,486
562,3132076,3R Weekend Race Club - Race 1 (No HUD),25,"['1', 'lap']",Legends and Lava,175
563,3045086,SISU Racing SatCRITday - Season 1,24,"['8', 'laps']",Laguardia Loop,311
564,3102140,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
565,3129481,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
566,3128806,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
567,3132075,EVR Winter Series,41,"['3', 'laps']",Greater London Flat,
568,3132074,NO LIMIT GROUP RIDE,,['60'],Suki's Playground,
569,3132073,TTR Climb Brother race,37,"['1', 'lap']",Innsbruckring KOM,656
570,3132072,ZRL RECON by Scannellatori Seriali,58,"['6', 'laps']",Park Perimeter Loop,1005
571,3132071,XRS Races - The Saturday Classic,47,"['1', 'lap']",Achterbahn,987
572,3122743,GALAXYCC COSMOS RIDE,56,"['1', 'lap']",The London Pretzel,
573,3132070,Peloton Istanbul & BMC Turkiye Endurance Series,42,"['1', 'lap']",Out And Back Again,330
574,3132069,FZR Masters Race,54,"['1', 'lap']",Eastern Eight,
575,3132067,Bonbon,,['40'],2019 UCI Worlds Harrogate Circuit,509
576,3132066,Vikings Valhalla Saturday Shenanigans,56,"['1', 'lap']",The London Pretzel,
577,3132065,3R Road To Ruins Hilly Race - 1 Lap (29..2km/18.1mi 275m),30,"['1', 'lap']",Road to Ruins,274
578,3132063,EVO CC 160km Base Ride [2.5w-2.7/kg avg],160,[''],Neon Flats,766
579,3102244,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
580,3129747,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
581,3129096,Baseline Ride | ZA Road 2022,,[''],Legends and Lava,182
582,3132062,SZR Endurance Ride,116,"['4', 'laps']",The Magnificent 8,
583,3132061,3R Endurance Steady Ride,80,[''],Innsbruckring,687
584,3132064,3R Mountain Madness Steady Ride [~3.0w/kg avg],17,"['1', 'lap']",Road to Sky,1047
585,3132060,INC Relentless Endurance Long Distance Ride,173,"['1', 'lap']",London PRL FULL,2605
586,3132059,Stamina Heroic Ride con PETA-Z,141,[''],Greater London Flat,
587,3132058,Bikes for the Philippines Fun Race,30,"['1', 'lap']",Road to Ruins,274
